0,Title,PackageName,URL,Publisher,PrintISSN,OnlineISSN,ManagedCoverageBegin,ManagedCoverageEnd,RealBegin,RealEnd,FreeBegin,FreeEnd,Exp == Real,Exp < Free
3472,Translational Stroke Research,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12975,Springer Verlag New York Inc,1868-4483,1868-601X,2010-01-01,Present,,,,,,
3473,Biospektrum,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12268,Springer Science+Business Media B.V.,0947-0867,1868-6249,2011-01-01,Present,,,,,,
3474,Evolving Systems,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12530,Springer Science+Business Media B.V.,1868-6478,1868-6486,2010-01-01,Present,,,,,,
3475,Cancer Nanotechnology,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12645,Springer Science+Business Media B.V.,1868-6958,1868-6966,2010-01-01,2013-12-31,,,,,,
3476,Clinical Epigenetics,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/13148,BioMed Central,1868-7075,1868-7083,2010-01-01,2011-12-31,,,,,,
3477,Journal of the Knowledge Economy,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/13132,Springer Boston,1868-7865,1868-7873,2010-01-01,Present,,,,,,
3478,International Journal of Machine Learning and Cybernetics,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/13042,Springer Science+Business Media B.V.,1868-8071,1868-808X,2010-01-01,Present,,,,,,
3479,Hormones and cancer,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12672,Springer Verlag New York Inc,1868-8497,1868-8500,2010-01-01,Present,,,,,,
3480,Mindfulness,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12671,Springer Science+Business Media B.V.,1868-8527,1868-8535,2010-01-01,Present,,,,,,
3481,e-Neuroforum,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/13295,Springer Science+Business Media B.V.,,1868-856X,2010-01-01,Present,,,,,,
3482,International Journal of Intelligent Transportation Systems Research,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/13177,Springer Science+Business Media B.V.,1348-8503,1868-8659,2010-01-01,Present,,,,,,
3483,Hellenike Cheirourgike. Acta Chirurgica Hellenica (Hellenic Journal of Surgery),SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/13126,Springer,0018-0092,1868-8845,2010-01-01,Present,,,,,,
3484,Japan Journal of Industrial and Applied Mathematics,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/13160,Springer Science+Business Media B.V.,0916-7005,1868-937X,1997-01-01,Present,,,,,,
3485,Journal of Internet Services and Applications,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/13174,Springer Science+Business Media B.V.,1867-4828,1869-0238,2010-01-01,2012-12-31,,,,,,
3486,"International Journal of Minerals, Metallurgy and Materials=北京科技大學學報(英文版)",SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12613,Springer Verlag GMBH Germany,1674-4799,1869-103X,2010-01-01,Present,,,,,,
3487,海洋学报英文版 = Acta Oceanologica Sinica,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/13131,Springer Science & Business Media,0253-505X,1869-1099,2010-01-01,Present,,,,,,
3488,Clinical Neuroradiology,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/62,Springer Science+Business Media B.V.,1869-1439,1869-1447,1997-01-01,Present,,,,,,
3489,Science China. Mathematics,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11425,Springer Science+Business Media B.V.,1674-7283,1869-1862,1997-01-01,Present,,,,,,
3490,中国科学:化学英文版 = Science ChinaChemistry,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11426,Springer Science+Business Media B.V.,1674-7291,1869-1870,1997-01-01,Present,,,,,,
3491,中国科学:生命科学英文版 = Science ChinaLife Sciences,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11427,Springer Science+Business Media B.V.,1674-7305,1869-1889,2010-01-01,2010-12-31,,,,,,
3492,中国科学:地球科学英文版 = Science ChinaEarth Sciences,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11430,Springer Science+Business Media B.V.,1674-7313,1869-1897,1997-01-01,Present,,,,,,
3493,中国科学:技术科学英文版 = Science China Technological Sciences,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11431,Springer Science+Business Media B.V.,1674-7321,1869-1900,1997-01-01,Present,,,,,,
3494,中国科学：信息科学英文版 = Science China Information Sciences,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11432,Springer Science+Business Media B.V.,1674-733X,1869-1919,2001-01-01,Present,,,,,,
3495,"中国科学:物理学 力学 天文学英文版 = Science China Physics,Mechanics & Astronomy",SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11433,Springer Science+Business Media B.V.,1674-7348,1869-1927,2003-01-01,Present,,,,,,
3496,Journal of Zhejiang University-Science C (Computers and Electronics) = 浙江大学学报 (C辑:计算机与电子) (英文版),SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11714,Springer Verlag,1869-1951,1869-196X,2010-01-01,2014-12-31,,,,,,
3497,Food Digestion,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/13228,Springer Verlag New York Inc,1869-1978,1869-1986,2010-01-01,Present,,,,,,
3498,Annals of Microbiology,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/13213,Springer Science+Business Media B.V.,1590-4261,1869-2044,2006-01-01,Present,,,,,,
3499,GEM - International Journal on Geomathematics,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/13137,Springer Berlin Heidelberg,1869-2672,1869-2680,2010-01-01,Present,,,,,,
3500,JMD - Journal für Mathematik-Didaktik,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/13138,Springer Science+Business Media B.V.,0173-5322,1869-2699,1997-01-01,Present,,,,,,
3501,Nuclear Medicine and Molecular Imaging,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/13139,Springer Science+Business Media B.V.,1869-3474,1869-3482,2010-01-01,Present,,,,,,
3502,Cardiovascular Engineering and Technology,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/13239,Springer Science+Business Media B.V.,1869-408X,1869-4098,2010-01-01,Present,,,,,,
3503,Raumforschung und Raumordnung,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/13147,Sciendo,0034-0111,1869-4179,1998-01-01,Present,,,,,,
3504,Social Network Analysis and Mining,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/13278,Springer Science+Business Media B.V.,1869-5450,1869-5469,2011-01-01,Present,,,,,,
3505,CEAS Aeronautical Journal,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/13272,Springer Science+Business Media B.V.,1869-5582,1869-5590,2011-01-01,Present,,,,,,
3506,der junge zahnarzt,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/13279,Springer Science+Business Media B.V.,1869-5744,1869-5752,2010-01-01,Present,,,,,,
3507,Jahresbericht der Deutschen Mathematiker Vereinigung,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/13291,Springer Science+Business Media B.V.,0012-0456,1869-7135,2010-01-01,Present,,,,,,
3508,AMS Review,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/13162,Springer Verlag New York Inc,1869-814X,1869-8182,2011-01-01,Present,,,,,,
3509,Asian Journal of Criminology,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11417,Springer Science+Business Media B.V.,1871-0131,1871-014X,2006-01-01,Present,,,,,,
3510,Cultural Studies of Science Education,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11422,Springer Science+Business Media B.V.,1871-1502,1871-1510,2006-01-01,Present,,,,,,
3511,Arkiv för matematik,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11512,Springer Science+Business Media B.V.,0004-2080,1871-2487,1997-01-01,Present,,,,,,
3512,Acta Mathematica,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11511,Springer Science+Business Media B.V.,0001-5962,1871-2509,1997-01-01,Present,,,,,,
3513,Applied Research in Quality of Life,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11482,Springer Netherlands,1871-2584,1871-2576,2006-01-01,Present,,,,,,
3514,Cognitive Neurodynamics,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11571,Springer Science+Business Media B.V.,1871-4080,1871-4099,2006-01-01,Present,,,,,,
3515,Potato Research,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11540,Springer Science+Business Media B.V.,0014-3065,1871-4528,1997-01-01,Present,,,,,,
3516,NanoEthics,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11569,Springer Science+Business Media B.V.,1871-4757,1871-4765,2007-01-01,Present,,,,,,
3517,Morphology,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11525,Springer Netherlands,1871-5621,1871-5656,2006-01-01,Present,,,,,,
3518,Materials and Structures,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11527,Springer Science+Business Media B.V.,1359-5997,1871-6873,1997-01-01,Present,,,,,,
3519,Genomic Medicine,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11568,Springer Science+Business Media B.V.,1871-7934,1871-7942,2007-01-01,2008-12-31,,,,,,
3520,Criminal Law and Philosophy,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11572,Springer Science+Business Media B.V.,1871-9791,1871-9805,2007-01-01,Present,,,,,,
3521,Contemporary Islam,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11562,Springer Science+Business Media B.V.,1872-0218,1872-0226,2007-01-01,Present,,,,,,
3522,Update on cancer therapeutics,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/update-on-cancer-therapeutics,Elsevier,,1872-115X,2006-03-01,2009-05-31,,,,,,
3523,Acta Ecologica Sinica,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/acta-ecologica-sinica,Elsevier,,1872-2032,2006-01-01,Present,,,,,,
3524,Chinese Journal of Analytical Chemistry,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/chinese-journal-of-analytical-chemistry,Elsevier Science Limited,0253-3820,1872-2040,2006-01-01,Present,,,,,,
3525,Chinese Journal of Catalysis,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/chinese-journal-of-catalysis,Elsevier,0253-9837,1872-2067,2006-01-01,Present,,,,,,
3526,Journal of Bioethical Inquiry,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11673,Springer Netherlands,1176-7529,1872-4353,2004-01-01,Present,,,,,,
3527,Systems and Synthetic Biology,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11693,Springer Science+Business Media B.V.,1872-5325,1872-5333,2007-01-01,Present,,,,,,
3528,New Carbon Materials,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/new-carbon-materials,Elsevier,,1872-5805,2006-12-01,Present,,,,,,
3529,Journal of Fuel Chemistry and Technology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-fuel-chemistry-and-technology,Elsevier,,1872-5813,2006-12-01,Present,,,,,,
3530,中国人口.资源与环境 = China Population Resources and Environment,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/china-population-resources-and-environment,Elsevier,,1872-583X,2007-01-01,2008-10-31,,,,,,
3531,Health policy,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/health-policy,Elsevier,0168-8510,1872-6054,1995-01-01,Present,,,,,,
3532,Landscape and urban planning,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/landscape-and-urban-planning,Elsevier Science Limited,0169-2046,1872-6062,1995-02-01,Present,,,,,,
3533,Livestock production science,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/livestock-production-science,Elsevier Science Limited,0301-6226,1872-6070,1995-01-01,2005-12-30,,,,,,
3534,Journal of development economics,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-development-economics,Elsevier,0304-3878,1872-6089,1995-02-01,Present,,,,,,
3535,Journal of volcanology and geothermal research,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-volcanology-and-geothermal-research,Elsevier Science Limited,0377-0273,1872-6097,1995-02-01,Present,,,,,,
3536,Indagationes mathematicae,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/indagationes-mathematicae,North Holland,0019-3577,1872-6100,1990-01-01,Present,,,,,,
3537,Information processing letters,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/information-processing-letters,Elsevier,0020-0190,1872-6119,1995-01-13,Present,,,,,,
3538,Lingua,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/lingua,North Holland,0024-3841,1872-6135,1995-03-01,Present,,,,,,
3539,Lithos,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/lithos,Elsevier Science Limited,0024-4937,1872-6143,1995-01-01,Present,,,,,,
3540,Marine geology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/marine-geology,Elsevier Science Limited,0025-3227,1872-6151,1995-01-01,Present,,,,,,
3541,"Palaeogeography, Palaeoclimatology, Palaeoecology",ScienceDirect (CRKN),https://www.sciencedirect.com/journal/palaeogeography-palaeoclimatology-palaeoecology,Elsevier Science Limited,0031-0182,1872-616X,1995-01-01,Present,,,,,,
3542,Energy and buildings,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/energy-and-buildings,Elsevier,0378-7788,1872-6178,1995-03-01,Present,,,,,,
3543,Marine micropaleontology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/marine-micropaleontology,Elsevier Science Limited,0377-8398,1872-6186,1995-02-01,Present,,,,,,
3544,Computers in industry,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/computers-in-industry,Elsevier,0166-3615,1872-6194,1995-03-01,Present,,,,,,
3545,Computers & security,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/computers-and-security,Elsevier,0167-4048,1872-6208,1995-01-01,Present,,,,,,
3546,Mechanisms of Ageing and Development,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/mechanisms-of-ageing-and-development,Elsevier,0047-6374,1872-6216,1995-01-13,Present,,,,,,
3547,Electroencephalography and Clinical Neurophysiology- Evoked Potentials Section,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/electroencephalography-and-clinical-neurophysiology-evoked-potentials-section,Elsevier,0168-5597,1872-6224,1995-01-01,1998-11-30,,,,,,
3548,Early human development,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/early-human-development,Elsevier,0378-3782,1872-6232,1995-01-30,Present,,,,,,
3549,Brain Research,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/brain-research,Elsevier,0006-8993,1872-6240,1995-01-09,Present,,,,,,
3550,Geoderma,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/geoderma,Elsevier Science Limited,0016-7061,1872-6259,1995-01-01,Present,,,,,,
3551,Forensic science international,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/forensic-science-international,Elsevier,0379-0738,1872-6283,1995-01-05,Present,,,,,,
3552,Information sciences,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/information-sciences,Elsevier,0020-0255,1872-6291,1995-01-01,Present,,,,,,
3553,Information fusion,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/information-fusion,Elsevier,1566-2535,1872-6305,2000-07-01,Present,,,,,,
3554,Journal of corporate finance,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-corporate-finance,North Holland,0929-1199,1872-6313,1995-04-01,Present,,,,,,
3555,Brain research reviews,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/brain-research-reviews,Elsevier Science Limited,0165-0173,1872-6321,1995-01-01,2011-06-24,,,,,,
3556,Industrial crops and products,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/industrial-crops-and-products,Elsevier Science Limited,0926-6690,1872-633X,1995-05-01,Present,,,,,,
3557,Cognitive brain research,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/cognitive-brain-research,Elsevier Science Limited,0926-6410,1872-6348,1995-07-01,2005-12-31,,,,,,
3558,Mechanisms of development,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/mechanisms-of-development,Elsevier,0925-4773,1872-6356,1995-01-01,Present,,,,,,
3559,Global and planetary change,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/global-and-planetary-change,Elsevier Science Limited,0921-8181,1872-6364,1995-04-01,Present,,,,,,
3560,Journal of banking & finance,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-banking-and-finance,Elsevier,0378-4266,1872-6372,1995-04-01,Present,,,,,,
3561,Electroencephalography and clinical neurophysiology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/electroencephalography-and-clinical-neurophysiology,Elsevier,0013-4694,1872-6380,1995-01-01,1998-12-01,,,,,,
3562,Developmental Brain Research,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/developmental-brain-research,Elsevier,0165-3806,1872-6755,1995-01-14,2005-12-07,,,,,,
